visit_id,visit_time,visit_description,place_id,url,title,rev_host,visit_count,frecency,last_visited,domain,domain_frecency,input_texts,max_input_use_count,created_time,updated_time,total_view_time_in_seconds,typing_time_in_seconds,scrolling_time_in_seconds,referrer_place_id,interest,is_short_term,title_name
100001,2024-10-13 19:00:00,Typed in Address Bar,1007,https://foodblogger.com/seafood-curry,Seafood Curry Recipe - FoodBlogger,moc.reggolbdoof.,6,63,2024-10-13 19:00:00,foodblogger.com,42162,food,6.53663,2024-10-13 08:00:00,2024-10-13 11:00:00,4.684,0.07,4.65,,Curious Foodie,True,Seafood Curry
100031,2024-10-16 11:23:00,From Bookmark,1008,https://www.google.com/search?client=firefox-b-d&q=japanese+sushi,japanese sushi - Google Search,moc.elgoog.www.,8,32,2024-10-16 11:23:00,www.google.com,40210,food,1.73956,2024-10-15 08:23:00,2024-10-15 17:23:00,5.179,3.458,3.283,,Search,True,Japanese Sushi
100048,2024-10-22 07:59:00,From Bookmark,1005,https://www.youtube.com/watch?v=seafood_grill/related,Related: Grilled Mediterranean Seafood - YouTube,moc.ebutuoy.www.,5,22,2024-10-22 07:59:00,www.youtube.com,106822,food,9.89447,2024-10-20 14:59:00,2024-10-21 11:59:00,5.259,4.94,3.984,49035.0,Curious Foodie,True,Mediterranean Seafood
100056,2024-10-23 16:24:00,Typed in Address Bar,1009,https://spanishflavors.com/paella-mariscos,Seafood Paella (Paella de Mariscos) - Spanish Flavors,moc.srovalfhsinaps.,7,35,2024-10-23 16:24:00,spanishflavors.com,86267,food,3.2102,2024-10-21 19:24:00,2024-10-22 17:24:00,2.803,1.743,1.974,,Curious Foodie,True,Seafood Paella
100002,2024-10-27 12:33:00,Typed in Address Bar,1010,https://hotpotlover.cn/seafood-hotpot/related,Related: Authentic Chinese Seafood Hotpot | HotpotLover,nc.revoltoptoh.,8,33,2024-10-27 12:33:00,hotpotlover.cn,105095,food,9.37521,2024-10-26 12:33:00,2024-10-26 14:33:00,7.775,1.252,1.335,43000.0,Curious Foodie,True,Chinese Seafood Hotpot
100042,2024-10-31 14:37:00,From Bookmark,1011,https://www.youtube.com/watch?v=seafood_grill,Grilled Mediterranean Seafood - YouTube,moc.ebutuoy.www.,3,70,2024-10-31 14:37:00,www.youtube.com,87269,food,0.17395,2024-10-30 08:37:00,2024-10-31 08:37:00,4.336,2.85,0.205,,Curious Foodie,True,Mediterranean Seafood
100036,2024-11-04 08:10:00,From Bookmark,1003,https://www.google.com/search?client=firefox-b-d&q=spicy+ramen+recipes,spicy ramen recipes - Google Search,moc.elgoog.www.,7,59,2024-11-04 08:10:00,www.google.com,117240,food,9.84201,2024-11-03 16:10:00,2024-11-03 19:10:00,8.813,2.239,2.97,,Search,True,Spicy Ramen
100040,2024-11-07 21:57:00,Typed in Address Bar,1012,https://spanishflavors.com/paella-mariscos/related,Related: Seafood Paella (Paella de Mariscos) - Spanish Flavors,moc.srovalfhsinaps.,10,48,2024-11-07 21:57:00,spanishflavors.com,55732,food,3.32081,2024-11-07 16:57:00,2024-11-07 18:57:00,1.191,1.119,0.14,49007.0,Curious Foodie,True,Seafood Paella
100027,2024-11-08 06:32:00,Link Clicked,1000,https://cuisinefrench.example.com/seafood/related,Related: French Seafood Recipes | CuisineFrench,moc.elpmaxe.hcnerfenisiuc.,5,46,2024-11-08 06:32:00,cuisinefrench.example.com,55972,food,4.67641,2024-11-06 21:32:00,2024-11-07 13:32:00,7.837,3.932,0.354,49011.0,Curious Foodie,True,French Seafood Recipes
100005,2024-11-16 04:55:00,Typed in Address Bar,1005,https://www.youtube.com/watch?v=seafood_grill/related,Related: Grilled Mediterranean Seafood - YouTube,moc.ebutuoy.www.,5,47,2024-11-16 04:55:00,www.youtube.com,115359,food,6.08167,2024-11-15 11:55:00,2024-11-16 09:55:00,5.371,2.711,3.365,49003.0,Curious Foodie,True,Mediterranean Seafood
100057,2024-11-21 09:27:00,Link Clicked,1002,https://italiankitchen.example.com/pasta-di-mare,Pasta di Mare - Italian Kitchen,moc.elpmaxe.nehctiknailati.,3,57,2024-11-21 09:27:00,italiankitchen.example.com,30900,food,7.51348,2024-11-19 11:27:00,2024-11-19 20:27:00,5.842,1.899,2.299,,Curious Foodie,True,Italian Seafood Pasta
100049,2024-11-24 14:20:00,Link Clicked,1009,https://spanishflavors.com/paella-mariscos,Seafood Paella (Paella de Mariscos) - Spanish Flavors,moc.srovalfhsinaps.,5,54,2024-11-24 14:20:00,spanishflavors.com,27167,food,3.64501,2024-11-23 00:20:00,2024-11-23 18:20:00,3.612,0.713,3.877,,Curious Foodie,True,Seafood Paella
100003,2024-11-25 05:41:00,Typed in Address Bar,1013,https://cuisinefrench.example.com/seafood,French Seafood Recipes | CuisineFrench,moc.elpmaxe.hcnerfenisiuc.,1,52,2024-11-25 05:41:00,cuisinefrench.example.com,112700,food,8.41397,2024-11-23 09:41:00,2024-11-23 11:41:00,6.333,2.73,1.645,,Curious Foodie,True,French Seafood Recipes
100000,2024-12-02 19:05:00,From Bookmark,1008,https://www.google.com/search?client=firefox-b-d&q=japanese+sushi,japanese sushi - Google Search,moc.elgoog.www.,5,32,2024-12-02 19:05:00,www.google.com,114945,food,8.70986,2024-12-01 21:05:00,2024-12-02 04:05:00,8.849,4.837,0.223,,Search,True,Japanese Sushi
100011,2024-12-03 16:32:00,From Bookmark,1010,https://hotpotlover.cn/seafood-hotpot/related,Related: Authentic Chinese Seafood Hotpot | HotpotLover,nc.revoltoptoh.,6,59,2024-12-03 16:32:00,hotpotlover.cn,44003,food,5.02744,2024-12-02 16:32:00,2024-12-03 00:32:00,2.964,1.053,4.836,49001.0,Curious Foodie,True,Chinese Seafood Hotpot
100051,2024-12-24 00:44:00,Link Clicked,1009,https://spanishflavors.com/paella-mariscos,Seafood Paella (Paella de Mariscos) - Spanish Flavors,moc.srovalfhsinaps.,4,52,2024-12-24 00:44:00,spanishflavors.com,59703,food,9.1876,2024-12-23 10:44:00,2024-12-23 11:44:00,8.197,2.101,2.812,,Curious Foodie,True,Seafood Paella
100007,2025-01-03 12:40:00,Typed in Address Bar,1008,https://www.google.com/search?client=firefox-b-d&q=japanese+sushi,japanese sushi - Google Search,moc.elgoog.www.,7,46,2025-01-03 12:40:00,www.google.com,59757,food,5.33,2025-01-01 21:40:00,2025-01-01 23:40:00,5.715,0.311,4.396,,Search,True,Japanese Sushi
100033,2025-01-05 14:24:00,From Bookmark,1014,https://koreanbites.net/street-seafood/related,Related: Seafood in Korean Street Food Markets,ten.setibnaerok.,5,44,2025-01-05 14:24:00,koreanbites.net,69203,food,3.83206,2025-01-04 12:24:00,2025-01-05 09:24:00,6.529,3.022,2.271,49034.0,Curious Foodie,True,Korean Street Food
100041,2025-01-09 02:39:00,Link Clicked,1002,https://italiankitchen.example.com/pasta-di-mare,Pasta di Mare - Italian Kitchen,moc.elpmaxe.nehctiknailati.,8,36,2025-01-09 02:39:00,italiankitchen.example.com,111795,food,6.12358,2025-01-08 19:39:00,2025-01-09 06:39:00,1.213,4.424,2.39,,Curious Foodie,True,Italian Seafood Pasta
100014,2025-01-09 05:54:00,From Bookmark,1008,https://www.google.com/search?client=firefox-b-d&q=japanese+sushi,japanese sushi - Google Search,moc.elgoog.www.,8,29,2025-01-09 05:54:00,www.google.com,110673,food,3.3709,2025-01-08 02:54:00,2025-01-08 21:54:00,5.588,2.619,1.947,,Search,True,Japanese Sushi
90240,2025-01-21 13:23:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,24,60035,2025-01-21 13:23:00,www.nytimes.com,70141,explore,0.33448,2025-01-20 23:23:00,2025-01-21 16:23:00,3.632,3.43,1.254,,Book Worm,False,
92335,2025-01-21 16:35:00,Other,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,78,105314,2025-01-21 16:35:00,www.nytimes.com,37507,read,3.3071,2025-01-18 22:35:00,2025-01-21 11:35:00,6.812,1.612,3.089,37002.0,Book Worm,False,
91616,2025-01-21 17:48:00,From Bookmark,1049,https://maps.google.com/,Google Maps,moc.elgoog.spam.,70,38816,2025-01-21 17:48:00,maps.google.com,48754,read,9.65476,2025-01-20 14:48:00,2025-01-22 15:48:00,7.123,0.235,4.537,,Local Explorer,False,
71866,2025-01-21 19:51:00,From Bookmark,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,52,107408,2025-01-21 19:51:00,www.gutenberg.org,27756,read,7.20438,2025-01-19 09:51:00,2025-01-21 15:51:00,6.401,3.911,1.004,,Book Worm,False,
73101,2025-01-21 22:01:00,Typed in Address Bar,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,83,116757,2025-01-21 22:01:00,www.gutenberg.org,12153,invest,4.01423,2025-01-21 12:01:00,2025-01-23 15:01:00,5.238,3.722,4.272,,Book Worm,False,
11627,2025-01-22 00:17:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,63,88873,2025-01-22 00:17:00,www.nytimes.com,100289,buy,1.80096,2025-01-19 05:17:00,2025-01-21 17:17:00,9.672,4.41,4.439,,Book Worm,False,
59307,2025-01-22 02:18:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,72,30832,2025-01-22 02:18:00,www.audible.com,111138,plan,8.94134,2025-01-21 19:18:00,2025-01-24 00:18:00,6.357,0.123,3.628,,Book Worm,False,
23129,2025-01-22 03:11:00,Other,1081,https://www.gutenberg.org/followup/free,Follow-up on Free,gro.grebnetug.www.,57,89531,2025-01-22 03:11:00,www.gutenberg.org,82727,watch,1.31522,2025-01-21 00:11:00,2025-01-23 02:11:00,2.138,4.04,3.095,37006.0,Book Worm,False,
68127,2025-01-22 08:42:00,Typed in Address Bar,1097,https://www.zomato.com/,"Zomato – Restaurant Discovery, Menus & Reviews",moc.otamoz.,14,86334,2025-01-22 08:42:00,www.zomato.com,67986,buy,0.11521,2025-01-20 21:42:00,2025-01-21 12:42:00,6.112,2.636,1.884,,Curious Foodie,False,
47799,2025-01-22 12:22:00,Link Clicked,1103,https://www.zomato.com/followup/zomato,Follow-up on Zomato,moc.otamoz.www.,76,81764,2025-01-22 12:22:00,www.zomato.com,111366,trip,6.12534,2025-01-22 07:22:00,2025-01-23 09:22:00,5.126,3.004,0.499,37010.0,Curious Foodie,False,
57700,2025-01-22 12:55:00,Typed in Address Bar,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,19,37064,2025-01-22 12:55:00,www.audible.com,45539,plan,1.07146,2025-01-21 09:55:00,2025-01-24 04:55:00,0.689,4.619,3.057,,Book Worm,False,
71347,2025-01-22 14:14:00,Link Clicked,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,41,86768,2025-01-22 14:14:00,www.librarything.com,76102,explore,0.99816,2025-01-22 05:14:00,2025-01-24 12:14:00,5.94,3.513,3.708,,Book Worm,False,
98616,2025-01-22 16:01:00,Other,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,21,59343,2025-01-22 16:01:00,www.librarything.com,12221,plan,8.2997,2025-01-22 15:01:00,2025-01-24 01:01:00,0.421,1.173,4.625,37013.0,Book Worm,False,
73991,2025-01-22 17:17:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,45,97418,2025-01-22 17:17:00,www.nytimes.com,66140,watch,9.38613,2025-01-19 17:17:00,2025-01-19 18:17:00,5.334,1.277,3.326,,Book Worm,False,
86808,2025-01-22 18:29:00,From Bookmark,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,65,33504,2025-01-22 18:29:00,www.librarything.com,14377,plan,9.4367,2025-01-20 12:29:00,2025-01-21 21:29:00,4.137,0.341,3.256,37014.0,Book Worm,False,
79686,2025-01-22 19:37:00,From Bookmark,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,73,37109,2025-01-22 19:37:00,www.librarything.com,90874,watch,4.88709,2025-01-22 02:37:00,2025-01-23 22:37:00,2.153,4.618,2.314,37016.0,Book Worm,False,
91153,2025-01-22 19:49:00,Link Clicked,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,86,112306,2025-01-22 19:49:00,www.librarything.com,78939,plan,4.69445,2025-01-21 17:49:00,2025-01-21 18:49:00,5.289,2.917,0.873,37016.0,Book Worm,False,
93490,2025-01-22 20:15:00,Other,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,51,99902,2025-01-22 20:15:00,www.librarything.com,88719,search,2.69901,2025-01-21 17:15:00,2025-01-23 04:15:00,9.383,4.523,2.507,37017.0,Book Worm,False,
47592,2025-01-22 20:49:00,Typed in Address Bar,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,72,100103,2025-01-22 20:49:00,www.librarything.com,47094,watch,3.20915,2025-01-20 16:49:00,2025-01-20 21:49:00,7.216,1.058,1.273,37017.0,Book Worm,False,
25219,2025-01-23 01:44:00,Typed in Address Bar,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,52,22840,2025-01-23 01:44:00,www.librarything.com,81198,plan,7.38954,2025-01-20 08:44:00,2025-01-20 17:44:00,9.394,3.36,1.636,37019.0,Book Worm,False,
10977,2025-01-23 01:56:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,25,93282,2025-01-23 01:56:00,www.audible.com,118010,cook,9.78805,2025-01-21 14:56:00,2025-01-22 18:56:00,2.405,4.238,4.404,,Book Worm,False,
91711,2025-01-23 02:24:00,Typed in Address Bar,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,6,3934,2025-01-23 02:24:00,www.goodreads.com,27102,trip,4.02736,2025-01-22 20:24:00,2025-01-23 07:24:00,7.703,4.626,2.362,,Book Worm,False,
50161,2025-01-23 03:43:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,9,42180,2025-01-23 03:43:00,www.nytimes.com,50472,search,4.42503,2025-01-21 17:43:00,2025-01-21 18:43:00,6.594,1.881,3.25,,Book Worm,False,
19530,2025-01-23 04:57:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,14,79185,2025-01-23 04:57:00,www.librarything.com,52395,plan,4.2585,2025-01-22 23:57:00,2025-01-24 18:57:00,0.955,0.009,0.55,,Book Worm,False,
75961,2025-01-23 06:00:00,Link Clicked,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,91,30959,2025-01-23 06:00:00,www.nytimes.com,25575,learn,2.77671,2025-01-21 13:00:00,2025-01-21 14:00:00,3.1,2.957,2.263,37024.0,Book Worm,False,
29764,2025-01-23 07:01:00,Typed in Address Bar,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,57,66941,2025-01-23 07:01:00,www.gutenberg.org,10577,explore,2.09582,2025-01-21 16:01:00,2025-01-23 11:01:00,9.207,1.162,4.593,,Book Worm,False,
77259,2025-01-23 07:28:00,From Bookmark,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,16,24043,2025-01-23 07:28:00,www.gutenberg.org,69802,read,0.99639,2025-01-21 19:28:00,2025-01-23 03:28:00,3.568,3.896,3.979,,Book Worm,False,
94707,2025-01-23 08:30:00,Link Clicked,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,11,84827,2025-01-23 08:30:00,www.librarything.com,17323,trip,0.17375,2025-01-20 17:30:00,2025-01-20 20:30:00,5.072,3.918,2.823,,Book Worm,False,
94334,2025-01-23 09:25:00,Link Clicked,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,41,81697,2025-01-23 09:25:00,www.goodreads.com,115305,learn,8.98979,2025-01-22 18:25:00,2025-01-24 00:25:00,3.85,2.996,0.219,,Book Worm,False,
57352,2025-01-23 09:35:00,Typed in Address Bar,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,86,68649,2025-01-23 09:35:00,www.librarything.com,41957,watch,4.92595,2025-01-21 23:35:00,2025-01-23 00:35:00,9.885,2.029,0.52,37029.0,Book Worm,False,
36211,2025-01-23 11:50:00,Link Clicked,1097,https://www.zomato.com/,"Zomato – Restaurant Discovery, Menus & Reviews",moc.otamoz.,84,109781,2025-01-23 11:50:00,www.zomato.com,82770,trip,7.57909,2025-01-22 23:50:00,2025-01-25 17:50:00,4.74,1.878,2.775,,Curious Foodie,False,
83496,2025-01-23 15:44:00,From Bookmark,1103,https://www.zomato.com/followup/zomato,Follow-up on Zomato,moc.otamoz.www.,79,8393,2025-01-23 15:44:00,www.zomato.com,55606,explore,6.61167,2025-01-22 16:44:00,2025-01-24 02:44:00,1.567,4.097,2.384,37032.0,Curious Foodie,False,
49061,2025-01-23 16:56:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,78,28123,2025-01-23 16:56:00,www.librarything.com,112076,learn,3.6737,2025-01-21 12:56:00,2025-01-23 01:56:00,7.011,4.349,0.246,,Book Worm,False,
100023,2025-01-23 18:15:00,From Bookmark,1158,https://rusticmeals.org/rustic-meat-stew/related,Related: Rustic Meat Stew | Hearty Winter Meals,gro.slaemcitsur.,3,56,2025-01-23 18:15:00,rusticmeals.org,104631,food,8.88423,2025-01-22 05:15:00,2025-01-23 01:15:00,9.138,0.478,0.327,49005.0,Curious Foodie,True,Meat Stew
16954,2025-01-23 19:05:00,Typed in Address Bar,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,58,28807,2025-01-23 19:05:00,www.librarything.com,114162,buy,8.72716,2025-01-23 14:05:00,2025-01-24 03:05:00,8.573,3.459,1.402,37034.0,Book Worm,False,
29643,2025-01-23 20:27:00,Other,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,68,54516,2025-01-23 20:27:00,www.librarything.com,107032,buy,9.48836,2025-01-23 11:27:00,2025-01-23 13:27:00,2.949,2.198,2.264,37035.0,Book Worm,False,
94894,2025-01-24 04:47:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,71,99944,2025-01-24 04:47:00,www.nytimes.com,59106,explore,9.37306,2025-01-23 01:47:00,2025-01-24 12:47:00,2.24,4.481,3.286,,Book Worm,False,
74812,2025-01-24 06:58:00,Typed in Address Bar,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,88,8634,2025-01-24 06:58:00,www.librarything.com,34777,read,1.73855,2025-01-21 10:58:00,2025-01-21 11:58:00,4.096,3.571,0.246,37035.0,Book Worm,False,
46407,2025-01-24 11:01:00,Other,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,28,55489,2025-01-24 11:01:00,www.librarything.com,65670,invest,3.89088,2025-01-23 03:01:00,2025-01-23 22:01:00,1.91,1.247,4.373,,Book Worm,False,
93736,2025-01-24 16:40:00,Typed in Address Bar,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,29,34372,2025-01-24 16:40:00,www.nytimes.com,71665,buy,9.57566,2025-01-22 19:40:00,2025-01-25 09:40:00,1.704,4.571,3.165,37037.0,Book Worm,False,
24815,2025-01-24 17:37:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,72,54292,2025-01-24 17:37:00,www.audible.com,56018,buy,1.08804,2025-01-24 09:37:00,2025-01-26 06:37:00,8.904,0.874,3.016,,Book Worm,False,
26532,2025-01-24 19:56:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,63,52832,2025-01-24 19:56:00,www.nytimes.com,39847,watch,3.06079,2025-01-23 00:56:00,2025-01-25 02:56:00,9.956,3.392,2.039,,Book Worm,False,
49661,2025-01-24 21:37:00,Typed in Address Bar,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,66,110279,2025-01-24 21:37:00,www.librarything.com,21174,trip,0.0112,2025-01-23 21:37:00,2025-01-26 00:37:00,0.136,3.968,0.448,,Book Worm,False,
33342,2025-01-25 00:48:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,81,108430,2025-01-25 00:48:00,www.nytimes.com,76873,explore,5.57103,2025-01-24 10:48:00,2025-01-24 22:48:00,9.328,3.726,1.552,,Book Worm,False,
17245,2025-01-25 02:38:00,From Bookmark,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,26,96476,2025-01-25 02:38:00,www.librarything.com,80268,read,4.12629,2025-01-24 19:38:00,2025-01-27 10:38:00,2.141,2.437,1.715,37043.0,Book Worm,False,
74229,2025-01-25 08:39:00,Typed in Address Bar,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,41,101374,2025-01-25 08:39:00,www.audible.com,42649,invest,6.88402,2025-01-24 11:39:00,2025-01-27 11:39:00,8.26,0.401,0.814,,Book Worm,False,
28546,2025-01-25 11:34:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,8,86439,2025-01-25 11:34:00,www.gutenberg.org,45494,plan,5.81074,2025-01-24 05:34:00,2025-01-26 13:34:00,7.549,0.269,3.518,,Book Worm,False,
38759,2025-01-25 17:39:00,Link Clicked,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,15,110661,2025-01-25 17:39:00,www.audible.com,115192,plan,8.03087,2025-01-24 02:39:00,2025-01-26 21:39:00,9.35,1.577,2.697,,Book Worm,False,
71189,2025-01-25 20:40:00,Other,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,83,72707,2025-01-25 20:40:00,www.librarything.com,74492,invest,8.50867,2025-01-24 20:40:00,2025-01-25 18:40:00,6.79,0.496,1.374,,Book Worm,False,
91543,2025-01-26 02:28:00,Link Clicked,1189,https://www.tasteatlas.com/,World Food Atlas: Discover 18142 Local Dishes & Ingredients,moc.saltaetsat.,21,52659,2025-01-26 02:28:00,www.tasteatlas.com,23726,learn,0.76254,2025-01-24 07:28:00,2025-01-25 20:28:00,9.327,3.446,3.033,,Curious Foodie,False,
14771,2025-01-26 04:10:00,Other,1191,https://www.tasteatlas.com/followup/world,Follow-up on World,moc.saltaetsat.www.,8,12126,2025-01-26 04:10:00,www.tasteatlas.com,19812,cook,5.36773,2025-01-23 08:10:00,2025-01-24 16:10:00,2.789,1.431,1.796,37050.0,Curious Foodie,False,
45039,2025-01-26 04:26:00,Other,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,36,37885,2025-01-26 04:26:00,www.librarything.com,32248,trip,3.29573,2025-01-24 13:26:00,2025-01-27 05:26:00,6.536,1.362,4.109,,Book Worm,False,
